level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	980	1280	-1	
2	1	1	0	0	0	314	63	352	20	-1	
3	1	1	1	0	0	314	63	352	20	-1	
4	1	1	1	1	0	314	63	352	20	-1	
5	1	1	1	1	1	314	63	113	20	92.486153	Employee’s
5	1	1	1	1	2	435	63	119	20	96.032532	Withholding
5	1	1	1	1	3	561	63	105	16	96.143440	Certificate
2	1	2	0	0	0	807	68	103	9	-1	
3	1	2	1	0	0	807	68	103	9	-1	
4	1	2	1	1	0	807	68	103	9	-1	
5	1	2	1	1	1	807	68	25	9	77.962608	(OMB
5	1	2	1	1	2	836	68	14	8	95.367897	No.
5	1	2	1	1	3	857	68	53	8	92.715294	1545-0074
2	1	3	0	0	0	90	64	63	28	-1	
3	1	3	1	0	0	58	64	95	28	-1	
4	1	3	1	1	0	90	64	63	28	-1	
5	1	3	1	1	1	58	83	25	9	70.087944	com
5	1	3	1	1	2	90	64	63	28	47.139088	W=4
2	1	4	0	0	0	195	89	586	12	-1	
3	1	4	1	0	0	195	89	586	12	-1	
4	1	4	1	1	0	195	89	586	12	-1	
5	1	4	1	1	1	195	89	56	12	69.576118	Complete
5	1	4	1	1	2	255	89	29	10	92.280930	Form
5	1	4	1	1	3	288	89	23	10	73.987366	W-4
5	1	4	1	1	4	315	91	13	8	94.564339	so
5	1	4	1	1	5	332	89	23	10	94.564339	that
5	1	4	1	1	6	358	92	26	9	96.966568	your
5	1	4	1	1	7	388	89	54	12	96.045685	employer
5	1	4	1	1	8	445	92	21	7	96.483177	can
5	1	4	1	1	9	470	89	49	10	94.315048	withhold
5	1	4	1	1	10	523	89	18	10	96.947021	the
5	1	4	1	1	11	545	90	41	9	91.223824	correct
5	1	4	1	1	12	590	89	40	10	91.223824	federal
5	1	4	1	1	13	634	91	42	8	95.414268	income
5	1	4	1	1	14	680	90	17	9	96.991791	tax
5	1	4	1	1	15	701	89	27	10	96.246666	from
5	1	4	1	1	16	732	91	25	10	96.909355	your
5	1	4	1	1	17	761	91	20	10	96.840797	pay.
2	1	5	0	0	0	390	107	200	12	-1	
3	1	5	1	0	0	390	107	200	12	-1	
4	1	5	1	1	0	390	107	200	12	-1	
5	1	5	1	1	1	390	107	26	10	96.650177	Give
5	1	5	1	1	2	421	107	30	10	93.295311	Form
