level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2090	2410	-1	
2	1	1	0	0	0	1991	63	77	47	-1	
3	1	1	1	0	0	1991	63	77	47	-1	
4	1	1	1	1	0	1991	63	77	47	-1	
5	1	1	1	1	1	1991	63	77	47	40.048798	ae
2	1	2	0	0	0	427	162	1585	101	-1	
3	1	2	1	0	0	427	162	1585	101	-1	
4	1	2	1	1	0	427	162	1585	101	-1	
5	1	2	1	1	1	427	162	115	88	0.000000	Facjor
5	1	2	1	1	2	566	192	125	33	0.000000	etd
5	1	2	1	1	3	750	169	62	73	16.444397	thew
5	1	2	1	1	4	828	193	45	29	0.000000	ole
5	1	2	1	1	5	906	179	36	59	81.206123	by
5	1	2	1	1	6	982	176	33	42	29.808540	lh
5	1	2	1	1	7	1070	184	145	39	0.000000	Yiatint
5	1	2	1	1	8	1254	178	111	48	0.000000	Caeee
5	1	2	1	1	9	1396	178	163	85	32.246822	daring
5	1	2	1	1	10	1593	190	70	38	55.086025	Vin.
5	1	2	1	1	11	1705	190	198	40	0.000000	Aetame
2	1	3	0	0	0	312	501	13	33	-1	
3	1	3	1	0	0	312	501	13	33	-1	
4	1	3	1	1	0	312	501	13	33	-1	
5	1	3	1	1	1	312	501	13	33	69.247482	/
2	1	4	0	0	0	418	454	259	143	-1	
3	1	4	1	0	0	418	454	259	143	-1	
4	1	4	1	1	0	418	454	259	143	-1	
5	1	4	1	1	1	418	454	259	143	0.000000	Oca
2	1	5	0	0	0	772	470	304	71	-1	
3	1	5	1	0	0	772	470	304	71	-1	
4	1	5	1	1	0	772	470	304	71	-1	
5	1	5	1	1	1	772	508	15	19	59.250519	6
5	1	5	1	1	2	880	470	196	71	36.878494	e/a
2	1	6	0	0	0	418	593	105	40	-1	
3	1	6	1	0	0	418	593	105	40	-1	
4	1	6	1	1	0	418	593	105	40	-1	
5	1	6	1	1	1	418	593	105	40	30.337477	Cio
2	1	7	0	0	0	1088	405	967	229	-1	
3	1	7	1	0	0	1088	405	1002	229	-1	
4	1	7	1	1	0	1088	405	967	229	-1	
5	1	7	1	1	1	1088	515	51	6	79.332428	—
5	1	7	1	1	2	1167	473	105	60	0.802727	eM
5	1	7	1	1	3	1331	462	20	111	66.985748	-
5	1	7	1	1	4	1365	459	113	102	21.661049	ie
5	1	7	1	1	5	1536	405	245	229	29.290285	(dg
5	1	7	1	1	6	1894	409	161	167	33.769844	en
2	1	8	0	0	0	552	614	535	123	-1	
3	1	8	1	0	0	552	614	535	123	-1	
4	1	8	1	1	0	552	614	535	123	-1	
5	1	8	1	1	1	552	614	152	114	16.358795	oy
5	1	8	1	1	2	680	698	90	39	42.423077	DOV
5	1	8	1	1	3	835	624	252	105	28.192524	ae
2	1	9	0	0	0	1170	648	905	98	-1	
3	1	9	1	0	0	1170	648	905	98	-1	
4	1	9	1	1	0	1170	648	905	98	-1	
5	1	9	1	1	1	1170	698	40	29	0.000000	,
5	1	9	1	1	2	1255	649	94	95	81.177010	WA
5	1	9	1	1	3	1385	648	159	98	32.304237	eh
5	1	9	1	1	4	1584	701	103	30	0.000000	Lit
5	1	9	1	1	5	1734	695	213	33	0.000000	tabeease)
5	1	9	1	1	6	1973	696	102	33	19.773979	ee
2	1	10	0	0	0	440	753	647	87	-1	
3	1	10	1	0	0	440	753	841	87	-1	
4	1	10	1	1	0	440	753	647	87	-1	
5	1	10	1	1	1	440	753	114	74	30.338078	ae
5	1	10	1	1	2	589	812	81	17	37.240410	pie
5	1	10	1	1	3	727	810	32	18	23.061810	te
5	1	10	1	1	4	933	779	93	61	13.055515	Pe
5	1	10	1	1	5	1045	779	42	61	9.462719	Ag
2	1	11	0	0	0	1370	763	185	70	-1	
3	1	11	1	0	0	1370	763	185	70	-1	
4	1	11	1	1	0	1370	763	185	70	-1	
5	1	11	1	1	1	1370	763	185	70	15.870180	lhe
5	1	11	1	1	2	1519	759	39	92	57.056850	on
2	1	12	0	0	0	1650	780	189	57	-1	
3	1	12	1	0	0	1650	780	189	57	-1	
4	1	12	1	1	0	1650	780	189	57	-1	
5	1	12	1	1	1	1650	780	49	57	0.000000	iP
5	1	12	1	1	2	1722	808	15	21	6.721992	a
5	1	12	1	1	3	1764	809	75	23	26.083908	ae
2	1	13	0	0	0	1924	751	102	78	-1	
3	1	13	1	0	0	1924	751	102	78	-1	
4	1	13	1	1	0	1924	751	102	78	-1	
5	1	13	1	1	1	1924	751	102	78	33.587288	Yh
2	1	14	0	0	0	443	906	96	24	-1	
3	1	14	1	0	0	443	906	96	24	-1	
4	1	14	1	1	0	443	906	96	24	-1	
5	1	14	1	1	1	443	906	96	24	0.000000	LQ
2	1	15	0	0	0	615	908	18	23	-1	
3	1	15	1	0	0	615	908	18	23	-1	
4	1	15	1	1	0	615	908	18	23	-1	
5	1	15	1	1	1	615	908	18	23	26.837009	Z
2	1	16	0	0	0	626	905	63	105	-1	
3	1	16	1	0	0	626	905	63	105	-1	
4	1	16	1	1	0	626	905	63	105	-1	
5	1	16	1	1	1	626	905	110	117	20.204750	(_.
2	1	17	0	0	0	751	1000	1170	133	-1	
3	1	17	1	0	0	751	1000	1170	133	-1	
4	1	17	1	1	0	751	1000	1170	133	-1	
5	1	17	1	1	1	751	1084	71	33	93.920662	ad
5	1	17	1	1	2	870	1072	73	61	29.854889	Lia
5	1	17	1	1	3	962	1104	26	19	27.560535	te
5	1	17	1	1	4	1013	1072	33	61	50.844860	at
5	1	17	1	1	5	1090	1101	64	24	0.000000	j3fl
5	1	17	1	1	6	1181	1106	16	16	88.395393	0
5	1	17	1	1	7	1204	1101	66	22	0.000000	C22
5	1	17	1	1	8	1304	1000	98	126	37.025867	we
5	1	17	1	1	9	1460	1091	148	32	0.000000	Azz
5	1	17	1	1	10	1613	1076	52	56	12.014046	pe
5	1	17	1	1	11	1684	1080	74	43	1.121693	an
5	1	17	1	1	12	1842	1024	79	105	35.583042	g!
2	1	18	0	0	0	334	1099	296	124	-1	
3	1	18	1	0	0	334	1099	296	124	-1	
4	1	18	1	1	0	334	1099	296	124	-1	
5	1	18	1	1	1	334	1099	296	124	13.075066	aT
2	1	19	0	0	0	641	1091	98	88	-1	
3	1	19	1	0	0	641	1091	98	88	-1	
4	1	19	1	1	0	641	1091	98	88	-1	
5	1	19	1	1	1	641	1091	98	88	0.000000	a
2	1	20	0	0	0	651	1188	324	41	-1	
3	1	20	1	0	0	651	1188	324	41	-1	
4	1	20	1	1	0	651	1188	324	41	-1	
5	1	20	1	1	1	651	1189	55	33	45.113319	La
5	1	20	1	1	2	709	1204	89	18	21.398827	t222
5	1	20	1	1	3	818	1188	90	34	50.158890	alee
5	1	20	1	1	4	899	1197	36	32	0.000000	t/t
5	1	20	1	1	5	948	1208	27	11	0.000000	e>
2	1	21	0	0	0	1034	1189	534	36	-1	
3	1	21	1	0	0	1034	1189	534	36	-1	
4	1	21	1	1	0	1034	1189	534	36	-1	
5	1	21	1	1	1	1034	1196	31	22	45.516022	wD
5	1	21	1	1	2	1092	1189	149	36	0.000000	Birr
5	1	21	1	1	3	1206	1185	28	48	0.000000	d
5	1	21	1	1	4	1267	1185	107	48	18.429747	(ez
5	1	21	1	1	5	1418	1197	150	22	38.214794	pee
2	1	22	0	0	0	1040	1161	70	37	-1	
3	1	22	1	0	0	1040	1161	70	37	-1	
4	1	22	1	1	0	1040	1161	70	37	-1	
5	1	22	1	1	1	1040	1161	70	37	59.420124	C4
2	1	23	0	0	0	1617	1119	472	103	-1	
3	1	23	1	0	0	1617	1119	472	103	-1	
4	1	23	1	1	0	1617	1119	472	103	-1	
5	1	23	1	1	1	1617	1194	145	28	34.516472	ac
5	1	23	1	1	2	1811	1119	278	102	40.284050	Ho
2	1	24	0	0	0	394	1285	159	135	-1	
3	1	24	1	0	0	394	1285	159	135	-1	
4	1	24	1	1	0	394	1285	159	135	-1	
5	1	24	1	1	1	394	1285	159	135	36.401539	as
2	1	25	0	0	0	538	1247	1551	175	-1	
3	1	25	1	0	0	538	1247	1551	175	-1	
4	1	25	1	1	0	538	1247	1551	175	-1	
5	1	25	1	1	1	538	1300	111	23	29.997149	Care
5	1	25	1	1	2	688	1289	63	33	22.012758	Cee
5	1	25	1	1	3	797	1269	64	52	2.758665	Ls
5	1	25	1	1	4	877	1317	3	1	2.260342	i
5	1	25	1	1	5	894	1296	78	37	34.174866	022-
5	1	25	1	1	6	1081	1282	146	50	23.416313	gad
5	1	25	1	1	7	1247	1282	30	50	29.437672	Ze
5	1	25	1	1	8	1323	1254	53	76	37.839603	Vi
5	1	25	1	1	9	1407	1254	54	76	13.792372	Sage
5	1	25	1	1	10	1496	1252	242	168	15.585938	es,
5	1	25	1	1	11	1696	1247	393	175	24.125919	a
2	1	26	0	0	0	554	1372	940	59	-1	
3	1	26	1	0	0	554	1372	940	59	-1	
4	1	26	1	1	0	554	1372	940	59	-1	
5	1	26	1	1	1	554	1399	29	18	11.858540	a
5	1	26	1	1	2	616	1387	30	44	19.880238	8)
5	1	26	1	1	3	703	1380	112	47	17.064199	Leer
5	1	26	1	1	4	824	1409	33	11	35.587231	22
5	1	26	1	1	5	858	1389	70	30	35.587231	Ol.
5	1	26	1	1	6	968	1389	165	42	5.475006	fFrad
5	1	26	1	1	7	1158	1392	186	31	0.000000	(iun0le
5	1	26	1	1	8	1347	1372	85	50	33.107605	be
5	1	26	1	1	9	1489	1408	5	3	44.795418	-
2	1	27	0	0	0	340	1457	1245	153	-1	
3	1	27	1	0	0	340	1457	1245	153	-1	
4	1	27	1	1	0	340	1457	1245	153	-1	
5	1	27	1	1	1	340	1474	43	54	22.947712	wh
5	1	27	1	1	2	403	1458	279	93	30.208584	Curtuit{
5	1	27	1	1	3	736	1462	167	65	0.000000	Md
5	1	27	1	1	4	904	1472	99	47	0.000000	—
5	1	27	1	1	5	1152	1471	198	139	23.278236	es
5	1	27	1	1	6	1338	1457	130	65	11.478653	(a
2	1	28	0	0	0	560	1599	87	19	-1	
3	1	28	1	0	0	560	1599	87	19	-1	
4	1	28	1	1	0	560	1599	87	19	-1	
5	1	28	1	1	1	560	1599	87	19	55.606022	Bins
