level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	644	845	-1	
2	1	1	0	0	0	24	18	581	726	-1	
3	1	1	1	0	0	24	18	577	426	-1	
4	1	1	1	1	0	189	18	262	15	-1	
5	1	1	1	1	1	189	18	128	14	96.214485	HANDWRITING
5	1	1	1	1	2	324	19	70	13	96.796402	SAMPLE
5	1	1	1	1	3	401	19	50	14	81.303802	FORM
4	1	1	1	2	0	24	63	293	42	-1	
5	1	1	1	2	1	24	63	293	42	24.133530	ae
4	1	1	1	3	0	31	180	36	38	-1	
5	1	1	1	3	1	31	180	36	38	24.687172	Fz]
4	1	1	1	4	0	347	327	37	28	-1	
5	1	1	1	4	1	347	327	37	28	24.817514	Fa)
4	1	1	1	5	0	76	425	417	19	-1	
5	1	1	1	5	1	76	426	66	16	23.574953	XdaN
5	1	1	1	5	2	146	421	25	29	38.121735	fi
5	1	1	1	5	3	176	425	184	18	0.000000	sbfaraawlFe
5	1	1	1	5	4	371	425	122	18	0.000000	lenhoew
3	1	1	2	0	0	34	500	244	12	-1	
4	1	1	2	1	0	34	500	244	12	-1	
5	1	1	2	1	1	34	500	244	12	0.000000	GEESEUB
5	1	1	2	1	2	153	469	52	51	0.000000	ECM
5	1	1	2	1	3	208	500	70	12	0.000000	TERT
3	1	1	3	0	0	38	570	555	22	-1	
4	1	1	3	1	0	38	570	555	22	-1	
5	1	1	3	1	1	38	570	34	16	75.732414	We,
5	1	1	3	1	2	82	570	43	14	58.059502	The
5	1	1	3	1	3	140	571	70	15	12.643127	Peolte
5	1	1	3	1	4	220	574	22	13	88.012520	of
5	1	1	3	1	5	252	573	37	14	94.834579	the
5	1	1	3	1	6	301	576	26	15	0.000000	Um
5	1	1	3	1	7	334	566	38	30	0.000000	teg
5	1	1	3	1	8	386	573	116	19	8.880844	Sfetes,/7
5	1	1	3	1	9	509	575	84	14	60.496716	orderfo
3	1	1	4	0	0	34	590	571	154	-1	
4	1	1	4	1	0	47	590	553	27	-1	
5	1	1	4	1	1	47	597	55	10	29.591755	orma
5	1	1	4	1	2	112	595	59	12	89.697876	more
5	1	1	4	1	3	187	590	101	23	71.364685	perfeet
5	1	1	4	1	4	297	596	73	21	1.476231	Dawon,
5	1	1	4	1	5	383	594	110	17	58.259506	establish
5	1	1	4	1	6	506	591	94	20	0.000000	Swstice,
4	1	1	4	2	0	36	610	564	27	-1	
5	1	1	4	2	1	36	615	75	15	43.580078	wsore
5	1	1	4	2	2	123	610	119	18	0.000000	olomestiC
5	1	1	4	2	3	256	606	149	35	41.213638	—Tyangorlity,
5	1	1	4	2	4	414	606	79	35	83.004471	Provide
5	1	1	4	2	5	507	616	36	13	45.566349	Gor
5	1	1	4	2	6	552	611	48	17	23.901463	the
4	1	1	4	3	0	34	631	567	28	-1	
5	1	1	4	3	1	34	637	90	12	27.013130	lJ2ommon
5	1	1	4	3	2	137	631	122	21	72.181595	Defens<
5	1	1	4	3	3	250	627	10	30	60.920734	)
5	1	1	4	3	4	269	636	101	17	93.148438	promote
5	1	1	4	3	5	383	635	43	18	65.836800	fre
5	1	1	4	3	6	437	633	164	26	80.470825	geneva
5	1	1	4	3	7	529	629	9	34	85.521568	L
5	1	1	4	3	8	549	633	52	26	88.570457	Welfar
4	1	1	4	4	0	34	652	571	24	-1	
5	1	1	4	4	1	34	655	32	13	88.114174	land
5	1	1	4	4	2	77	654	83	14	9.084663	Secure
5	1	1	4	4	3	168	652	45	15	10.669584	tee
5	1	1	4	4	4	226	655	122	19	0.000000	BlesssHys
5	1	1	4	4	5	369	654	25	15	91.731560	of
5	1	1	4	4	6	402	657	91	19	7.497787	kiberty
5	1	1	4	4	7	505	657	32	14	80.202362	Fo
5	1	1	4	4	8	552	660	53	12	26.652174	ovr—
4	1	1	4	5	0	34	675	519	22	-1	
5	1	1	4	5	1	34	675	75	14	71.034683	Selves
5	1	1	4	5	2	120	676	47	11	33.395615	ana
5	1	1	4	5	3	181	678	39	10	19.703922	oor
5	1	1	4	5	4	232	675	177	22	37.175209	CosteniTy
5	1	1	4	5	5	370	671	10	30	40.299141	,
5	1	1	4	5	6	385	671	25	30	96.337753	do
5	1	1	4	5	7	422	676	76	15	92.871773	ordain
5	1	1	4	5	8	509	677	44	16	90.185318	ang
4	1	1	4	6	0	36	694	506	24	-1	
5	1	1	4	6	1	36	695	114	17	58.357613	establish
5	1	1	4	6	2	160	695	53	20	58.357613	this
5	1	1	4	6	3	233	700	191	18	14.787579	GoustTiTVTION
5	1	1	4	6	4	445	697	40	15	48.906830	For
5	1	1	4	6	5	495	694	47	18	0.000000	tyhe
4	1	1	4	7	0	37	721	412	23	-1	
5	1	1	4	7	1	37	725	85	18	86.834930	Unted
5	1	1	4	7	2	142	723	96	21	9.502525	Sates
5	1	1	4	7	3	254	723	35	17	95.101906	of
5	1	1	4	7	4	308	721	141	21	32.534485	America.
